image_id,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young,x_1,y_1,width,height,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y,identity_id,image_path,crop_path,lefteye_x_crop,lefteye_y_crop,righteye_x_crop,righteye_y_crop,nose_x_crop,nose_y_crop,leftmouth_x_crop,leftmouth_y_crop,rightmouth_x_crop,rightmouth_y_crop,aligned_path,lefteye_x_pred,lefteye_y_pred,righteye_x_pred,righteye_y_pred,nose_x_pred,nose_y_pred,leftmouth_x_pred,leftmouth_y_pred,rightmouth_x_pred,rightmouth_y_pred
000114.jpg,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,157,62,182,252,213,153,279,147,254,194,228,223,286,212,7256,/content/celeba/Part 1/Part 1/000114.jpg,/content/celeba/prepared_data/cropped_faces/000114.jpg,39.38461685180664,46.22222137451172,85.80220031738281,43.17460250854492,68.21977996826172,67.04762268066406,49.93406677246094,81.77777862548828,90.72527313232422,76.19047546386719,/content/celeba/prepared_data/aligned_faces/pred/000114.jpg,40.0,46.0,86.0,44.0,68.0,66.0,50.0,82.0,92.0,76.0
000121.jpg,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,261,117,296,410,352,265,468,274,401,349,344,379,460,387,3705,/content/celeba/Part 1/Part 1/000121.jpg,/content/celeba/prepared_data/cropped_faces/000121.jpg,39.35135269165039,46.20487976074219,89.51351165771484,49.01463317871094,60.5405387878418,72.42926788330078,35.89189147949219,81.79512023925781,86.0540542602539,84.29268646240234,/content/celeba/prepared_data/aligned_faces/pred/000121.jpg,40.0,46.0,90.0,50.0,62.0,72.0,36.0,82.0,86.0,84.0
000124.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,792,230,785,967,1034,623,1288,688,1161,853,969,925,1169,971,7541,/content/celeba/Part 1/Part 1/000124.jpg,/content/celeba/prepared_data/cropped_faces/000124.jpg,39.45987319946289,52.02068328857422,80.87643432617188,60.624610900878906,60.16815185546875,82.4653549194336,28.861146926879883,91.99586486816406,61.47261047363281,98.08480072021484,/content/celeba/prepared_data/aligned_faces/pred/000124.jpg,40.0,48.0,80.0,62.0,60.0,82.0,28.0,92.0,60.0,96.0
000129.jpg,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,185,248,369,511,299,433,429,441,351,536,294,575,424,582,59,/content/celeba/Part 1/Part 1/000129.jpg,/content/celeba/prepared_data/cropped_faces/000129.jpg,39.544715881347656,46.34050750732422,84.63956451416016,48.34442138671875,57.58265686035156,72.14089965820312,37.810298919677734,81.90998077392578,82.9051513671875,83.66340637207031,/content/celeba/prepared_data/aligned_faces/pred/000129.jpg,40.0,46.0,84.0,48.0,58.0,72.0,38.0,82.0,82.0,84.0
000132.jpg,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,410,213,299,414,502,362,621,359,553,438,510,474,632,474,5173,/content/celeba/Part 1/Part 1/000132.jpg,/content/celeba/prepared_data/cropped_faces/000132.jpg,39.38461685180664,46.06763458251953,90.3277587890625,45.14009475708008,61.21739196777344,69.56521606445312,42.809364318847656,80.6956558227539,95.03678894042969,80.6956558227539,/content/celeba/prepared_data/aligned_faces/pred/000132.jpg,40.0,46.0,92.0,44.0,60.0,70.0,44.0,82.0,94.0,80.0
000135.jpg,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,242,194,356,493,352,372,475,364,425,462,344,493,473,501,2522,/content/celeba/Part 1/Part 1/000135.jpg,/content/celeba/prepared_data/cropped_faces/000135.jpg,39.550559997558594,46.21501159667969,83.77528381347656,44.13793182373047,65.7977523803711,69.5821533203125,36.674156188964844,77.63082885742188,83.05618286132812,79.7079086303711,/content/celeba/prepared_data/aligned_faces/pred/000135.jpg,40.0,46.0,84.0,44.0,66.0,70.0,38.0,78.0,82.0,80.0
000140.jpg,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,195,99,187,259,253,193,314,179,300,222,272,261,325,251,5151,/content/celeba/Part 1/Part 1/000140.jpg,/content/celeba/prepared_data/cropped_faces/000140.jpg,39.70053482055664,46.455596923828125,81.45454406738281,39.536678314208984,71.87165832519531,60.78764343261719,52.70588302612305,80.06177520751953,88.98395538330078,75.11968994140625,/content/celeba/prepared_data/aligned_faces/pred/000140.jpg,40.0,46.0,82.0,40.0,72.0,60.0,54.0,80.0,88.0,74.0
000147.jpg,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,761,159,551,763,931,435,1138,451,1031,558,946,647,1092,662,3485,/content/celeba/Part 1/Part 1/000147.jpg,/content/celeba/prepared_data/cropped_faces/000147.jpg,39.4918327331543,46.30144119262695,87.57894897460938,48.9855842590332,62.72232437133789,66.93578338623047,42.97640609741211,81.86631774902344,76.8929214477539,84.38269805908203,/content/celeba/prepared_data/aligned_faces/pred/000147.jpg,40.0,46.0,88.0,50.0,62.0,68.0,42.0,82.0,78.0,84.0
000157.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,148,73,367,508,261,256,396,255,330,328,277,397,384,392,5311,/content/celeba/Part 1/Part 1/000157.jpg,/content/celeba/prepared_data/cropped_faces/000157.jpg,39.41144561767578,46.11023712158203,86.49591064453125,45.85826873779297,63.47684097290039,64.25196838378906,44.991825103759766,81.6377944946289,82.31062316894531,80.3779525756836,/content/celeba/prepared_data/aligned_faces/pred/000157.jpg,40.0,46.0,86.0,46.0,64.0,64.0,44.0,82.0,82.0,80.0
000161.jpg,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,192,98,268,371,274,232,378,230,319,290,279,333,382,333,6282,/content/celeba/Part 1/Part 1/000161.jpg,/content/celeba/prepared_data/cropped_faces/000161.jpg,39.164180755615234,46.231807708740234,88.83582305908203,45.541778564453125,60.656715393066406,66.24258422851562,41.55223846435547,81.07817077636719,90.74626922607422,81.07817077636719,/content/celeba/prepared_data/aligned_faces/pred/000161.jpg,40.0,46.0,88.0,46.0,60.0,66.0,40.0,82.0,90.0,80.0
000168.jpg,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,531,363,634,878,726,680,1004,673,910,863,686,924,977,910,2463,/content/celeba/Part 1/Part 1/000168.jpg,/content/celeba/prepared_data/cropped_faces/000168.jpg,39.369083404541016,46.2141227722168,95.49526977539062,45.19362258911133,76.51734924316406,72.89293670654297,31.29337501525879,81.78587341308594,90.0441665649414,79.744873046875,/content/celeba/prepared_data/aligned_faces/pred/000168.jpg,40.0,46.0,94.0,46.0,76.0,72.0,32.0,82.0,90.0,80.0
000172.jpg,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,365,293,712,986,584,649,842,768,592,837,449,923,686,1034,6844,/content/celeba/Part 1/Part 1/000172.jpg,/content/celeba/prepared_data/cropped_faces/000172.jpg,39.370784759521484,46.21501159667969,85.7528076171875,61.66328430175781,40.808990478515625,70.62068939208984,15.101123809814453,81.78498840332031,57.70786666870117,96.1947250366211,/content/celeba/prepared_data/aligned_faces/pred/000172.jpg,38.0,46.0,84.0,60.0,42.0,72.0,14.0,82.0,58.0,96.0
000177.jpg,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,669,181,231,320,740,297,795,314,779,353,726,386,762,390,9341,/content/celeba/Part 1/Part 1/000177.jpg,/content/celeba/prepared_data/cropped_faces/000177.jpg,39.34199142456055,46.400001525878906,69.81818389892578,53.20000076293945,60.9523811340332,68.80000305175781,31.584415435791016,82.0,51.532466888427734,83.5999984741211,/content/celeba/prepared_data/aligned_faces/pred/000177.jpg,40.0,46.0,70.0,52.0,60.0,68.0,30.0,82.0,54.0,82.0
000205.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,305,228,569,788,480,513,676,490,611,624,518,727,694,709,4811,/content/celeba/Part 1/Part 1/000205.jpg,/content/celeba/prepared_data/cropped_faces/000205.jpg,39.3673095703125,46.29441452026367,83.45870208740234,42.55837631225586,68.83655548095703,64.32487487792969,47.91564178466797,81.05583953857422,87.5079116821289,78.1319808959961,/content/celeba/prepared_data/aligned_faces/pred/000205.jpg,40.0,46.0,84.0,42.0,70.0,64.0,48.0,82.0,86.0,78.0
000212.jpg,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,110,104,426,590,241,317,382,313,315,403,254,477,365,477,6718,/content/celeba/Part 1/Part 1/000212.jpg,/content/celeba/prepared_data/cropped_faces/000212.jpg,39.36150360107422,46.21017074584961,81.72769927978516,45.34237289428711,61.59624481201172,64.8677978515625,43.26760482788086,80.92203521728516,76.61972045898438,80.92203521728516,/content/celeba/prepared_data/aligned_faces/pred/000212.jpg,40.0,46.0,82.0,46.0,62.0,64.0,44.0,80.0,76.0,80.0
000231.jpg,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,136,116,322,446,235,277,355,245,295,305,279,395,371,369,614,/content/celeba/Part 1/Part 1/000231.jpg,/content/celeba/prepared_data/cropped_faces/000231.jpg,39.35403823852539,46.20627975463867,87.05590057373047,37.022422790527344,63.2049674987793,54.24215316772461,56.84471893310547,80.07174682617188,93.41614532470703,72.60986328125,/content/celeba/prepared_data/aligned_faces/pred/000231.jpg,40.0,46.0,86.0,38.0,64.0,54.0,56.0,80.0,92.0,72.0
000237.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,138,71,172,238,191,157,246,152,230,189,205,223,245,218,7524,/content/celeba/Part 1/Part 1/000237.jpg,/content/celeba/prepared_data/cropped_faces/000237.jpg,39.44186019897461,46.25210189819336,80.3720932006836,43.563026428222656,68.46511840820312,63.46218490600586,49.86046600341797,81.7479019165039,79.6279067993164,79.05882263183594,/content/celeba/prepared_data/aligned_faces/pred/000237.jpg,40.0,46.0,82.0,42.0,68.0,64.0,48.0,82.0,80.0,78.0
000238.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,270,46,255,353,348,173,443,173,417,219,368,271,437,271,4561,/content/celeba/Part 1/Part 1/000238.jpg,/content/celeba/prepared_data/cropped_faces/000238.jpg,39.1529426574707,46.05099105834961,86.83921813964844,46.05099105834961,73.78823852539062,62.73087692260742,49.19215774536133,81.5864028930664,83.82745361328125,81.5864028930664,/content/celeba/prepared_data/aligned_faces/pred/000238.jpg,40.0,46.0,84.0,46.0,74.0,60.0,50.0,82.0,82.0,80.0
000252.jpg,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,236,91,239,331,310,211,383,222,358,266,299,303,370,312,4960,/content/celeba/Part 1/Part 1/000252.jpg,/content/celeba/prepared_data/cropped_faces/000252.jpg,39.631797790527344,46.40483474731445,78.72803497314453,50.65861129760742,65.33891296386719,67.67371368408203,33.74058532714844,81.98187255859375,71.76569366455078,85.46223449707031,/content/celeba/prepared_data/aligned_faces/pred/000252.jpg,40.0,46.0,80.0,52.0,66.0,68.0,32.0,82.0,72.0,86.0
000254.jpg,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,384,122,270,374,467,257,578,242,533,312,478,361,601,340,6936,/content/celeba/Part 1/Part 1/000254.jpg,/content/celeba/prepared_data/cropped_faces/000254.jpg,39.348148345947266,46.203208923339844,91.97036743164062,41.06951904296875,70.63703918457031,65.02674102783203,44.56296157836914,81.79679107666016,102.87407684326172,74.60962677001953,/content/celeba/prepared_data/aligned_faces/pred/000254.jpg,40.0,46.0,92.0,40.0,72.0,64.0,44.0,82.0,102.0,76.0
000258.jpg,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,591,121,263,364,672,252,773,242,723,306,689,349,771,343,5489,/content/celeba/Part 1/Part 1/000258.jpg,/content/celeba/prepared_data/cropped_faces/000258.jpg,39.422054290771484,46.06593322753906,88.57794952392578,42.5494499206543,64.24334716796875,65.05494689941406,47.69581604003906,80.17582702636719,87.60456085205078,78.06593322753906,/content/celeba/prepared_data/aligned_faces/pred/000258.jpg,40.0,46.0,88.0,42.0,64.0,64.0,48.0,80.0,88.0,78.0
000267.jpg,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,188,245,694,961,402,592,637,560,513,744,448,855,651,827,6440,/content/celeba/Part 1/Part 1/000267.jpg,/content/celeba/prepared_data/cropped_faces/000267.jpg,39.46974182128906,46.21852111816406,82.81268310546875,41.956295013427734,59.94236373901367,66.46410369873047,47.95389175415039,81.24870300292969,85.39481353759766,77.51924896240234,/content/celeba/prepared_data/aligned_faces/pred/000267.jpg,40.0,46.0,82.0,42.0,60.0,66.0,48.0,82.0,86.0,78.0
000273.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,76,70,257,356,155,199,256,202,194,253,159,298,256,301,2136,/content/celeba/Part 1/Part 1/000273.jpg,/content/celeba/prepared_data/cropped_faces/000273.jpg,39.3463020324707,46.382022857666016,89.6498031616211,47.46067428588867,58.77042770385742,65.7977523803711,41.33852005004883,81.97753143310547,89.6498031616211,83.05618286132812,/content/celeba/prepared_data/aligned_faces/pred/000273.jpg,40.0,46.0,90.0,48.0,58.0,66.0,40.0,82.0,88.0,84.0
000285.jpg,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,107,25,185,256,164,117,233,118,203,166,169,188,227,187,6394,/content/celeba/Part 1/Part 1/000285.jpg,/content/celeba/prepared_data/cropped_faces/000285.jpg,39.43783950805664,46.0,87.17837524414062,46.5,66.42162322998047,70.5,42.89729690551758,81.5,83.02702331542969,81.0,/content/celeba/prepared_data/aligned_faces/pred/000285.jpg,40.0,46.0,88.0,46.0,66.0,70.0,42.0,82.0,84.0,80.0
000291.jpg,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,429,330,1482,2052,885,1071,1366,1071,1107,1377,921,1641,1348,1623,4960,/content/celeba/Part 1/Part 1/000291.jpg,/content/celeba/prepared_data/cropped_faces/000291.jpg,39.38461685180664,46.22222137451172,80.92847442626953,46.22222137451172,58.5587043762207,65.30994415283203,42.493927001953125,81.77777862548828,79.37381744384766,80.65496826171875,/content/celeba/prepared_data/aligned_faces/pred/000291.jpg,40.0,46.0,80.0,46.0,58.0,66.0,42.0,82.0,80.0,82.0
000294.jpg,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,228,105,374,518,343,292,438,284,343,360,353,428,431,428,2522,/content/celeba/Part 1/Part 1/000294.jpg,/content/celeba/prepared_data/cropped_faces/000294.jpg,39.3582878112793,46.20849609375,71.87165832519531,44.231658935546875,39.3582878112793,63.01158142089844,42.7807502746582,79.8146743774414,69.47593688964844,79.8146743774414,/content/celeba/prepared_data/aligned_faces/pred/000294.jpg,40.0,46.0,70.0,44.0,40.0,64.0,42.0,80.0,68.0,80.0
